,,,Universitas,,,,Alamat,Kota,Kode Pos,Full Address,Latitude,Longitude,,,,,Address,Lat,Long
2094,2525,Aktif,STIKES Mega Buana Palopo,22 Juni 2009 ,92DO2009,22 Juni 2009 ,Palopo ,Kota Palopo - Prop. Sulawesi Selatan - Indonesia,12345,Palopo  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 12345 ,,, 0471 21271,  0471 21271, stikes_megabuana_palopo@yahoo.com, stikes-megabuana.ac.id,STIKES Mega Buana Palopo Palopo  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 12345,,
2095,2527,Aktif,STIKES IST Buton,16 Oktober 2009 ,176DO2009,16 Oktober 2009 ,Jalan Wa Ode Wau No. 51 Kota Baubau ,Kota Baubau - Prop. Sulawesi Tenggara - Indonesia,93725,Jalan Wa Ode Wau No. 51 Kota Baubau  Kota Baubau - Prop. Sulawesi Tenggara - Indonesia 93725 ,,,(0402) 2824663,(0402) 2824663,istbutonstikes@gmail.com,stikesistbuton.ac.id,STIKES IST Buton Jalan Wa Ode Wau No. 51 Kota Baubau  Kota Baubau - Prop. Sulawesi Tenggara - Indonesia 93725,,
2096,2529,Aktif,STIKES Bataraguru Soroaka,1 Januari 0001 , ,," Jln. Pahlawan No.05 Kec. Wotu. Kabupaten Luwu Timur 
       propinsi Sulawesi ",Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia,92972," Jln. Pahlawan No.05 Kec. Wotu. Kabupaten Luwu Timur 
       propinsi Sulawesi  Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia 92972 ",,,85255008626,0,stikes_bataraguru@yahoo.com,0,"STIKES Bataraguru Soroaka  Jln. Pahlawan No.05 Kec. Wotu. Kabupaten Luwu Timur 
       propinsi Sulawesi  Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia 92972",,
2097,2530,Aktif,Sekolah Tinggi Ilmu Hukum dan HAM,11 Februari 2009 ,02DO2009,11 Februari 2009 , ,Kab. Parigi Mautong - Prop. Sulawesi Tengah - Indonesia,0,  Kab. Parigi Mautong - Prop. Sulawesi Tengah - Indonesia 0 ,,,81245055562, ,stih.ham@gmail.com, www.stih-ham.ac.id,Sekolah Tinggi Ilmu Hukum dan HAM   Kab. Parigi Mautong - Prop. Sulawesi Tengah - Indonesia 0,,
2098,2531,Aktif,STIKES Graha Medika,9/6/2011,195EO2011,9/6/2011," Jl. Siswa, Kelurahan Mogolaing Kotamobagu",Kec. Kotamobagu Barat - Kota. Kotamobagu - Prop. Sulawesi Utara,9571," Jl. Siswa, Kelurahan Mogolaing Kotamobagu Kec. Kotamobagu Barat - Kota. Kotamobagu - Prop. Sulawesi Utara 9571 ",,,0434 2629159,0434 2629159,stikes_grhamedika@yahoo.co.id,----,"STIKES Graha Medika  Jl. Siswa, Kelurahan Mogolaing Kotamobagu Kec. Kotamobagu Barat - Kota. Kotamobagu - Prop. Sulawesi Utara 9571",,
2099,2533,Aktif,Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso,4/17/2012,112EO2012,4/17/2012, Jalan Pulau Kalimantan No.29,Kec. Poso Kota Selatan - Kab. Parigi Mautong - Prop. Sulawesi Tengah,94619, Jalan Pulau Kalimantan No.29 Kec. Poso Kota Selatan - Kab. Parigi Mautong - Prop. Sulawesi Tengah 94619 ,,,0452-324406,0452-324406,Husada_mandiri@yahoo.co.id,-,Sekolah Tinggi Ilmu Kesehatan Husada Mandiri Poso  Jalan Pulau Kalimantan No.29 Kec. Poso Kota Selatan - Kab. Parigi Mautong - Prop. Sulawesi Tengah 94619,,
2100,2534,Aktif,STIKES Nusantara Jaya,17 Januari 2001 ,121EO2013,4/17/2013,Jalan Perintis Kemerdekaan KM 13 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,0,Jalan Perintis Kemerdekaan KM 13 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 0 ,,,0411-591296,0411-590082,stikes.nusja@gmail.com, ,STIKES Nusantara Jaya Jalan Perintis Kemerdekaan KM 13 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 0,,
2101,2535,Aktif,STIM Boalemo,28 Maret 2008 ,229DO2008,18 Desember 2008 ,Jl. Husni Dj. Rahman Kec. Tilamuta Kabupaten Boalemo . Provinsi Gorontalo,Kec. Tilamuta - Kab. Boalemo - Prop. Gorontalo,96312,Jl. Husni Dj. Rahman Kec. Tilamuta Kabupaten Boalemo . Provinsi Gorontalo Kec. Tilamuta - Kab. Boalemo - Prop. Gorontalo 96312 ,,,"0411.586 201, 586 20", 0411.586 241,stim_boalemo@yahoo.com,www.Kopertis9.or.id,STIM Boalemo Jl. Husni Dj. Rahman Kec. Tilamuta Kabupaten Boalemo . Provinsi Gorontalo Kec. Tilamuta - Kab. Boalemo - Prop. Gorontalo 96312,,
2102,2537,Aktif,STIKES Bakti Nusantara Gorontalo,4/17/2014,1EO2014,4/17/2014,"Jl. Bali, Kel. Pulubala Kec. Kota Tengah Kota Gorontalo, Provinsi Gorontalo",Kota Gorontalo - Prop. Gorontalo - Indonesia,96129,"Jl. Bali, Kel. Pulubala Kec. Kota Tengah Kota Gorontalo, Provinsi Gorontalo Kota Gorontalo - Prop. Gorontalo - Indonesia 96129 ",,,0435-829925,0435-829925,stikesbaktinusantaragorontalo@gmail.com, ,"STIKES Bakti Nusantara Gorontalo Jl. Bali, Kel. Pulubala Kec. Kota Tengah Kota Gorontalo, Provinsi Gorontalo Kota Gorontalo - Prop. Gorontalo - Indonesia 96129",,
2103,2538,Aktif,Sekolah Tinggi Bisnis dan Manajemen Dua Saudara,4/22/2014,5EO2014,4/22/2014,-,Kota Bitung - Prop. Sulawesi Utara - Indonesia,,- Kota Bitung - Prop. Sulawesi Utara - Indonesia  ,,, , ,humas@stbmduasudara.com,http:stbmduasudara.com,Sekolah Tinggi Bisnis dan Manajemen Dua Saudara - Kota Bitung - Prop. Sulawesi Utara - Indonesia ,,
2104,2539,Aktif,STKIP Mega Rezky,10 Juni 2014 ,147EO2014,10 Juni 2014 ,Jl. Antang Raya No. 45 Makassar,Kec. Manggala - Kota Makassar - Prop. Sulawesi Selatan,90234,Jl. Antang Raya No. 45 Makassar Kec. Manggala - Kota Makassar - Prop. Sulawesi Selatan 90234 ,,,0411-490303,0411-490303,stkip_mrm@yahoo.co.id,www.stkipmegarezky.ac.id,STKIP Mega Rezky Jl. Antang Raya No. 45 Makassar Kec. Manggala - Kota Makassar - Prop. Sulawesi Selatan 90234,,
2105,2541,Aktif,Sekolah Tinggi Ilmu Kesehatan Pelamonia Kesdam VII Wirabuana,9/16/2014,409EO2014,9/16/2014,,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,, Kota Makassar - Prop. Sulawesi Selatan - Indonesia  ,,,,,,,Sekolah Tinggi Ilmu Kesehatan Pelamonia Kesdam VII Wirabuana  Kota Makassar - Prop. Sulawesi Selatan - Indonesia ,,
2106,2542,Aktif,STIK Trinita Manado,9/16/2014,411EO2014,9/16/2014,GEDUNG GRAHA TRINITA Jl.El Manibang No.27 Malalayang 2 .Manado,Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara,---  ,GEDUNG GRAHA TRINITA Jl.El Manibang No.27 Malalayang 2 .Manado Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara ---   ,,,0431 3322599,0431 3322599,stiktrinitamdo@gmail.com,stiktrinitamanado.com,STIK Trinita Manado GEDUNG GRAHA TRINITA Jl.El Manibang No.27 Malalayang 2 .Manado Kec. Malalayang - Kota Manado - Prop. Sulawesi Utara ---  ,,
2107,2544,Aktif,STMIK Hasan Sulur Wonomulyo,9/11/2014,406EO2014,9/11/2014,,Kec. Wonomulyo - Kab. Polewali Mamasa - Prop. Sulawesi Barat,, Kec. Wonomulyo - Kab. Polewali Mamasa - Prop. Sulawesi Barat  ,,,,,,,STMIK Hasan Sulur Wonomulyo  Kec. Wonomulyo - Kab. Polewali Mamasa - Prop. Sulawesi Barat ,,
2108,2554,Aktif,Akademi Manajemen Perpajakan Makassar,8 Desember 1970 ,64DIKTIKep1993,29 Januari 1993 ,Lembeh No 63 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90233,Lembeh No 63  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90233 ,,,0411-318-108,0411-318-108, , ,Akademi Manajemen Perpajakan Makassar Lembeh No 63  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90233,,
2109,2555,Aktif,Akademi Bahasa Asing Atmajaya Makassar,8 Juli 1965 ,NO. 20 THN 1965,8 Juli 1965 ,Jalan Serui No 33 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90000,Jalan Serui No 33  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90000 ,,,0411-311-955,0411-311-955, , ,Akademi Bahasa Asing Atmajaya Makassar Jalan Serui No 33  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90000,,
2110,2557,Aktif,Akademi Sekretari Manajemen Indonesia Publik,1 Juli 1979 ,36001989,8 Juni 1989 ,Jalan Maccini Tengah No 50-54 Makassar ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90144,Jalan Maccini Tengah No 50-54 Makassar  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90144 ,,,0411-454461,0411-449569,asmi_publik@yahoo.com,www.asmi-publik.ac.id,Akademi Sekretari Manajemen Indonesia Publik Jalan Maccini Tengah No 50-54 Makassar  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90144,,
2111,2558,Aktif,Akademi Sekretari Manajemen Atmajaya Makassar,2 Agustus 1982 ,NOMOR 293DIKTIKEP1986,2 Agustus 1982 ,Jl. Cendrawasih No. 522 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90000,Jl. Cendrawasih No. 522 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90000 ,,,0411- 852157,-,aksemaatmajaya@yahoo.com,-,Akademi Sekretari Manajemen Atmajaya Makassar Jl. Cendrawasih No. 522 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90000,,
2112,2559,Aktif,Akademi Pariwisata Manado,30 Juni 2007 ,51901989,30 Agustus 1989 ,"Jalan Diki Oroh, Kelurahan Lawangirung, Kec.Wenang
Belakang KFC Sarapung Manado",Kota Manado - Prop. Sulawesi Utara - Indonesia,95000,"Jalan Diki Oroh, Kelurahan Lawangirung, Kec.Wenang
Belakang KFC Sarapung Manado Kota Manado - Prop. Sulawesi Utara - Indonesia 95000 ",,,0431-843326,0431-851308,akpar.manado@gmail.com,www.akpar-manado.ac.id,"Akademi Pariwisata Manado Jalan Diki Oroh, Kelurahan Lawangirung, Kec.Wenang
Belakang KFC Sarapung Manado Kota Manado - Prop. Sulawesi Utara - Indonesia 95000",,
2113,2560,Aktif,Akademi Teknik Kendari,29 Juni 1989 ,02PNNOT1977,11/5/1977,Jalan R E Martadinata No 1 ,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93124,Jalan R E Martadinata No 1  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93124 ,,,0401-3125533,0401-3125533,atk.kendari@gmail.com, ,Akademi Teknik Kendari Jalan R E Martadinata No 1  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93124,,
2114,2561,Aktif,Akademi Maritim Indonesia Bitung,18 Maret 1989 ,92,9/25/1990,Jalan Piere Tendean Manembo-nembo,Kota Bitung - Prop. Sulawesi Utara - Indonesia,95545,Jalan Piere Tendean Manembo-nembo Kota Bitung - Prop. Sulawesi Utara - Indonesia 95545 ,,,0438-30-556,0438-32-933,amibtg@yahoo.com, ,Akademi Maritim Indonesia Bitung Jalan Piere Tendean Manembo-nembo Kota Bitung - Prop. Sulawesi Utara - Indonesia 95545,,
2115,2562,Aktif,AMIK Rizky Makassar,5 Juni 1992 ,239DIKTIKEP1992,5 Juni 1992 ,Jalan Minasa Upa Raya  Komplek Minasa Sari No. 4 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90211,Jalan Minasa Upa Raya  Komplek Minasa Sari No. 4 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90211 ,,, ,0411-861583, ,-,AMIK Rizky Makassar Jalan Minasa Upa Raya  Komplek Minasa Sari No. 4 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90211,,
2116,2563,Aktif,Akademi Keperawatan Muhammadiyah Makassar,22 Juni 1992 ,824,4/20/1981,Jalan Dr Ratulangi No 101 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90132,Jalan Dr Ratulangi No 101  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90132 ,,,0411-859127,0411-859127,http:akpermuhammadiyahmks.ac.id,akpermuhmksgmail.com,Akademi Keperawatan Muhammadiyah Makassar Jalan Dr Ratulangi No 101  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90132,,
2117,2564,Aktif,Akademi Teknik Soroako,9/9/1993,614KOP.IXN.93,9/9/1993,Jl Soemantri Brojonegoro No 1 ,Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia,92984,Jl Soemantri Brojonegoro No 1  Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia 92984 ,,,021.5249100 PES.3802,(021) 5249589,ats@ats-sorowako.ac.id,ats-sorowako.ac.id,Akademi Teknik Soroako Jl Soemantri Brojonegoro No 1  Kab. Luwu Timur - Prop. Sulawesi Selatan - Indonesia 92984,,
2118,2565,Aktif,AMIK Tri Dharma Palu,8 Agustus 1994 ,130DIKTIKEP1995,8 Oktober 1995 ,Jalan Undata No 10 ,Kota Palu - Prop. Sulawesi Tengah - Indonesia,94111,Jalan Undata No 10  Kota Palu - Prop. Sulawesi Tengah - Indonesia 94111 ,,,0451-425727,0451-425727,info@amik-tridharma.ac.id,www.amik-tridharma.ac.id,AMIK Tri Dharma Palu Jalan Undata No 10  Kota Palu - Prop. Sulawesi Tengah - Indonesia 94111,,
2119,2566,Aktif,Akademi Pariwisata Air Madidi,4/2/1996,4,4/2/1996,Jalan Sarongsong III No 122 ,Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara,95371,Jalan Sarongsong III No 122  Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara 95371 ,,,0431-892-105,892-105, , ,Akademi Pariwisata Air Madidi Jalan Sarongsong III No 122  Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara 95371,,
2120,2567,Aktif,Akademi Keuangan Perbankan Tahuna,30 Desember 1997 ,73DO1997,30 Oktober 1997 ,Jalan Gereja Komplek Sinode GMIST,Kab. Kep. Sangihe - Prop. Sulawesi Utara - Indonesia,95812,Jalan Gereja Komplek Sinode GMIST Kab. Kep. Sangihe - Prop. Sulawesi Utara - Indonesia 95812 ,,,0432-22-860,0432-21-403, , ,Akademi Keuangan Perbankan Tahuna Jalan Gereja Komplek Sinode GMIST Kab. Kep. Sangihe - Prop. Sulawesi Utara - Indonesia 95812,,
2121,2568,Aktif,AMIK Milan Kendari,11/10/1997,093DO2005,6 Juli 2005 ,Jalan MT Haryono No 90 Wua-wua,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93117,Jalan MT Haryono No 90 Wua-wua Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117 ,,,0402-27069, ,milandarma@telkom.net, ,AMIK Milan Kendari Jalan MT Haryono No 90 Wua-wua Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117,,
2122,2569,Aktif,Akademi Sekretari Manajemen Indonesia Klabat,4 Maret 1998 ,14D01998,4 Maret 1998 ,Universitas Klabat Airmadidi ,Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara,95371,Universitas Klabat Airmadidi  Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara 95371 ,,,0431-891-035,0431-891-036,email@unklab.ac.id,www.unklab.ac.id,Akademi Sekretari Manajemen Indonesia Klabat Universitas Klabat Airmadidi  Kec. Airmadidi - Kab. Minahasa Utara - Prop. Sulawesi Utara 95371,,
2123,2570,Aktif,AMIK Yapenas Kendari,30 Agustus 1997 ,35II101997,30 Agustus 1997 ,Jalan R Soeprapto No 14 ,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93122,Jalan R Soeprapto No 14  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93122 ,,,0401 - 328856, , , ,AMIK Yapenas Kendari Jalan R Soeprapto No 14  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93122,,
2124,2571,Aktif,AMIK Ibnu Khaldum Palopo,14 Agustus 1998 ,63D01998,14 Agustus 1998 ,Jalan Jend.Sudirman KM. 5 Kelurahan Songka Kecamatan Wara Selatan,Kota Palopo - Prop. Sulawesi Selatan - Indonesia,91922,Jalan Jend.Sudirman KM. 5 Kelurahan Songka Kecamatan Wara Selatan Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91922 ,,,0471 3201776,0471 23742,ikp_98@yahoo.co.id,http:ikp.ac.id,AMIK Ibnu Khaldum Palopo Jalan Jend.Sudirman KM. 5 Kelurahan Songka Kecamatan Wara Selatan Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91922,,
2125,2572,Aktif,AMIK Catur Sakti Kendari,3 Agustus 1998 ,59DO1998,3 Agustus 1998 ,Jalan Abdullah Silondae No 109 ,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93111,Jalan Abdullah Silondae No 109  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111 ,,,0401 3127274,0401 3122666,yapsin_catursakti@yahoo.co.id,www.catursakti.ac.id,AMIK Catur Sakti Kendari Jalan Abdullah Silondae No 109  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111,,
2126,2573,Aktif,AMIK Makassar,4 Maret 1998 ,2747DTK-IX2009,9 Juli 2009 ,Jalan Maccini Raya No 197 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90223,Jalan Maccini Raya No 197  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90223 ,,,0411 5294463,0411 436068, , ,AMIK Makassar Jalan Maccini Raya No 197  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90223,,
2127,2574,Aktif,Akademi Sekretari Manajemen Indonesia Lpi Makassar,7 Oktober 1998 ,48DO1998,7 Oktober 1998 ,Jalan Bung No 30 Tamalanrea ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90245,Jalan Bung No 30 Tamalanrea  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245 ,,,0411-583-881,0411-583-881,makassar,makassar,Akademi Sekretari Manajemen Indonesia Lpi Makassar Jalan Bung No 30 Tamalanrea  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90245,,
2128,2575,Aktif,Akademi Sekretari Manajemen Amsir Pare-Pare,11/11/1998,164,11/11/1998,JALAN H. ANDI SAPADA NO. 11 ,Kota Pare-Pare - Prop. Sulawesi Selatan - Indonesia,91122,JALAN H. ANDI SAPADA NO. 11  Kota Pare-Pare - Prop. Sulawesi Selatan - Indonesia 91122 ,,,0421-24808,0421-24808,ypa02@asm-amsir.ac.id,www.asm-amsir.ac.id,Akademi Sekretari Manajemen Amsir Pare-Pare JALAN H. ANDI SAPADA NO. 11  Kota Pare-Pare - Prop. Sulawesi Selatan - Indonesia 91122,,
2129,2576,Aktif,Akademi Teknik Pratama Makale,18 Desember 1988 ,170D01998,12 Agustus 1991 ,JL. NUSANTARA NO.63 MAKALE,Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia,90143,JL. NUSANTARA NO.63 MAKALE Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia 90143 ,,,0423-24347,0423-24347,atek.pratama@yahoo.com,http:www.atek pratama.go.id,Akademi Teknik Pratama Makale JL. NUSANTARA NO.63 MAKALE Kab. Tana Toraja - Prop. Sulawesi Selatan - Indonesia 90143,,
2130,2577,Aktif,Akademi Manajemen Informatika Dan Komputer Kendari,15 Maret 1999 ,046DO1999,15 Maret 1999 ,Gedung Menara Puncak Jl. Antero Hamra Kendari,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93111,Gedung Menara Puncak Jl. Antero Hamra Kendari Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111 ,,,0401-3121569,0401-3131897,amik.global@gmail.com,www.amikglobal.com,Akademi Manajemen Informatika Dan Komputer Kendari Gedung Menara Puncak Jl. Antero Hamra Kendari Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93111,,
2131,2578,Aktif,Akademi Hiperkes Makassar,8 Juni 1999 ,341999,8 Juni 1999 ,Jalan Maccini Raya No 196 ,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90233,Jalan Maccini Raya No 196  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90233 ,,,0411-438-244,0411-438-244,ak3makassar@gmail, ,Akademi Hiperkes Makassar Jalan Maccini Raya No 196  Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90233,,
2132,2579,Aktif,AMIK Parnaraya Manado,16 Maret 1998 ,138D01999,2 Agustus 1999 ,Jalan Sam Ratulangi I No 2 ,Kec. Wenang - Kota Manado - Prop. Sulawesi Utara,95111,Jalan Sam Ratulangi I No 2  Kec. Wenang - Kota Manado - Prop. Sulawesi Utara 95111 ,,,0431-850677,0431-843326,amik@parnaraya.ac.id,www.parnaraya.ac.id,AMIK Parnaraya Manado Jalan Sam Ratulangi I No 2  Kec. Wenang - Kota Manado - Prop. Sulawesi Utara 95111,,
2133,2580,Aktif,Akademi Teknologi Industri Dewantara Palopo,17 Juli 1987 ,7,17 Juli 1987 ,JL. ANGGREK LK.SEMPOWAE ,Kota Palopo - Prop. Sulawesi Selatan - Indonesia,91916,JL. ANGGREK LK.SEMPOWAE  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91916 ,,,8124137423, , atid15alopo@yahoo.com, ,Akademi Teknologi Industri Dewantara Palopo JL. ANGGREK LK.SEMPOWAE  Kota Palopo - Prop. Sulawesi Selatan - Indonesia 91916,,
2134,2581,Aktif,Akademi Ketalak Pelayaran Niagakeplb Kendari,27 Desember 1999 ,99,27 Desember 1999 ,Gedung Menara Puncak Jl. Antero Hamra ,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93117,Gedung Menara Puncak Jl. Antero Hamra  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117 ,,,0401-312-1516,0401-313-1897,akpn.kdi@gmail.com,www.akpnkendari.com,Akademi Ketalak Pelayaran Niagakeplb Kendari Gedung Menara Puncak Jl. Antero Hamra  Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117,,
2135,2582,Aktif,AMIK Lamappapoleonro Soppeng,12 Maret 1999 ,23,22 Maret 1999 ,Jalan Kesatria No 56 ,Kec. Lalabata - Kab. Soppeng - Prop. Sulawesi Selatan,90811,Jalan Kesatria No 56  Kec. Lalabata - Kab. Soppeng - Prop. Sulawesi Selatan 90811 ,,,0484-21-261,0484-21-261, , ,AMIK Lamappapoleonro Soppeng Jalan Kesatria No 56  Kec. Lalabata - Kab. Soppeng - Prop. Sulawesi Selatan 90811,,
2136,2585,Aktif,Akademi Farmasi Bina Husada Kendari,17 Mei 2002 ,899DT2005,9 Maret 2005 ,Jalan Asrama Haji No 17 Baruga,Kota Kendari - Prop. Sulawesi Tenggara - Indonesia,93117,Jalan Asrama Haji No 17 Baruga Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117 ,,,0401-390193,0401-390193,akfarkdi@yahoo.com, ,Akademi Farmasi Bina Husada Kendari Jalan Asrama Haji No 17 Baruga Kota Kendari - Prop. Sulawesi Tenggara - Indonesia 93117,,
2137,2587,Aktif,ASMI Shita Palu,7 Mei 2003 ,45DO2003 & 4464DT2006,11/29/2006,Jalan Jend Soeprapto No 67 ,Kota Palu - Prop. Sulawesi Tengah - Indonesia,94111,Jalan Jend Soeprapto No 67  Kota Palu - Prop. Sulawesi Tengah - Indonesia 94111 ,,,0451-421-997,0451-421-997,www.asmi_shita@.coid, ,ASMI Shita Palu Jalan Jend Soeprapto No 67  Kota Palu - Prop. Sulawesi Tengah - Indonesia 94111,,
2138,2589,Aktif,AMIK Luwuk Banggai,1 Agustus 2003 ,115DO2003,1 Agustus 2003 ,"Jl. Sutardjo No. 30 Luwuk
Kabupaten Banggai - Sulawesi Tengah",Kec. Luwuk - Kab. Banggai - Prop. Sulawesi Tengah,94715,"Jl. Sutardjo No. 30 Luwuk
Kabupaten Banggai - Sulawesi Tengah Kec. Luwuk - Kab. Banggai - Prop. Sulawesi Tengah 94715 ",,,0461-23719,0461-23719,nurmalgroup@yahoo.co.id,amik-nurmal.ac.id,"AMIK Luwuk Banggai Jl. Sutardjo No. 30 Luwuk
Kabupaten Banggai - Sulawesi Tengah Kec. Luwuk - Kab. Banggai - Prop. Sulawesi Tengah 94715",,
2139,2590,Aktif,Akademi Keperawatan Baramuli,22 Oktober 2003 ,11,4/11/1999,Jl Arnold Mononutu Airmadidi ,Kab. Minahasa Utara - Prop. Sulawesi Utara - Indonesia,95371,Jl Arnold Mononutu Airmadidi  Kab. Minahasa Utara - Prop. Sulawesi Utara - Indonesia 95371 ,,,0431-891-097,0431-891-097, akperbaramuli@ymail.com, ,Akademi Keperawatan Baramuli Jl Arnold Mononutu Airmadidi  Kab. Minahasa Utara - Prop. Sulawesi Utara - Indonesia 95371,,
2140,2592,Aktif,Akademi Keperawatan YPPP Wonomulyo,9 Juni 1985 ,23,9 Juli 1985 ,Jalan Gatot Subroto No 1 Wonomulyo,Kab. Polewali Mamasa - Prop. Sulawesi Barat - Indonesia,91352,Jalan Gatot Subroto No 1 Wonomulyo Kab. Polewali Mamasa - Prop. Sulawesi Barat - Indonesia 91352 ,,,0428-51-213,0428-51-213, , ,Akademi Keperawatan YPPP Wonomulyo Jalan Gatot Subroto No 1 Wonomulyo Kab. Polewali Mamasa - Prop. Sulawesi Barat - Indonesia 91352,,
2141,2594,Aktif,Akademi Keperawatan Kharisma Gowa Raya,9/15/2004,153DO2004,9/15/2004,Jalan Sirajuddin Rani No 39-A Bonto-bontoa,Kec. Somba Opu - Kab. Gowa - Prop. Sulawesi Selatan,92111,Jalan Sirajuddin Rani No 39-A Bonto-bontoa Kec. Somba Opu - Kab. Gowa - Prop. Sulawesi Selatan 92111 ,,,0411 5040268, , akper_kharisma_gowaraya@yahoo.co.id, ,Akademi Keperawatan Kharisma Gowa Raya Jalan Sirajuddin Rani No 39-A Bonto-bontoa Kec. Somba Opu - Kab. Gowa - Prop. Sulawesi Selatan 92111,,
2142,2595,Aktif,Akademi Keperawatan Batari Toja,15 Januari 2001 ,186DO2004,15 Januari 2001 ,Jalan Poros Majang No. 17 Watampone Kab. Bone Sulsel,Kab. Bone - Prop. Sulawesi Selatan - Indonesia,92734,Jalan Poros Majang No. 17 Watampone Kab. Bone Sulsel Kab. Bone - Prop. Sulawesi Selatan - Indonesia 92734 ,,,0481-27030,0481-27050,akper@bataritoja.ac.id, www.bataritoja.ac.id,Akademi Keperawatan Batari Toja Jalan Poros Majang No. 17 Watampone Kab. Bone Sulsel Kab. Bone - Prop. Sulawesi Selatan - Indonesia 92734,,
2143,2596,Aktif,Akademi Keperawatan Reformasi,11/28/1998,I-XI-1998,19 Februari 1998 ,Jalan Pampang II Lr V No 01 Makassar,Kota Makassar - Prop. Sulawesi Selatan - Indonesia,90231,Jalan Pampang II Lr V No 01 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231 ,,,0411 452306,0411 452306,akper.reformasi@yahoo.co.id,-,Akademi Keperawatan Reformasi Jalan Pampang II Lr V No 01 Makassar Kota Makassar - Prop. Sulawesi Selatan - Indonesia 90231,,
